accession,not_gii,duplicated,ambiguous,missing_required_region
AM904714.1,True,False,False,False
AM904715.1,True,False,False,False
AM904716.1,True,False,False,False
AM904717.1,True,False,False,False
AM904723.1,True,False,False,False
AM904724.1,True,False,False,False
AM904725.1,True,False,False,False
AM905276.1,True,False,False,False
AM905277.1,True,False,False,False
AM905278.1,True,False,False,False
AM905279.1,True,False,False,False
AM905280.1,True,False,False,False
AM905281.1,True,False,False,False
AM905282.1,True,False,False,False
AM905283.1,True,False,False,False
AM905284.1,True,False,False,False
AM905285.1,True,False,False,False
AM905286.1,True,False,False,False
AM905287.1,True,False,False,False
AM905288.1,True,False,False,False
AM905289.1,True,False,False,False
AM905290.1,True,False,False,False
AM905357.1,True,False,False,False
AM905358.1,True,False,False,False
AM905359.1,True,False,False,False
AM905360.1,True,False,False,False
AM905361.1,True,False,False,False
AM905362.1,True,False,False,False
AM905363.1,True,False,False,False
AM905364.1,True,False,False,False
AM905365.1,True,False,False,False
AM905366.1,True,False,False,False
AM905367.1,True,False,False,False
AM905368.1,True,False,False,False
AM905369.1,True,False,False,False
AM905370.1,True,False,False,False
AM905371.1,True,False,False,False
AY502005.1,False,False,False,True
AY502006.1,False,False,False,True
AY502007.1,True,False,False,True
AY502008.1,True,False,False,True
AY502009.1,False,False,False,True
AY502010.1,False,False,False,True
AY502011.1,False,False,False,True
AY502012.1,False,False,False,True
AY502013.1,False,False,False,True
AY502014.1,False,False,False,True
AY502015.1,False,False,False,True
AY502016.1,True,False,False,True
AY502017.1,False,False,False,True
AY502018.1,False,False,False,True
AY502019.1,False,False,False,True
AY502021.1,False,False,False,True
AY502022.1,False,False,False,True
AY641745.1,True,False,False,True
AY641746.1,True,False,False,True
AY641747.1,True,False,False,True
AY641748.1,True,False,False,True
AY641749.1,True,False,False,True
AY641750.1,True,False,False,True
AY641751.1,True,False,False,True
AY641752.1,True,False,False,True
AY641753.1,True,False,False,True
AY641754.1,True,False,False,True
AY641755.1,True,False,False,True
AY641756.1,True,False,False,True
AY641757.1,True,False,False,True
AY641758.1,True,False,False,True
AY641759.1,True,False,False,True
AY641760.1,True,False,False,True
AY641761.1,True,False,False,True
AY641762.1,True,False,False,True
AY641763.1,True,False,False,True
AY641764.1,True,False,False,True
AY641765.1,True,False,False,True
AY641766.1,True,False,False,True
AY937256.1,True,False,False,True
DQ340076.1,True,False,False,False
DQ340077.1,True,False,False,False
DQ340078.1,True,False,False,False
DQ340079.1,True,False,False,False
DQ340080.1,True,False,False,False
DQ340081.1,True,False,False,False
DQ340082.1,True,False,False,False
DQ340083.1,True,False,False,False
DQ340084.1,True,False,False,True
DQ340085.1,True,False,False,True
DQ340086.1,True,False,False,True
DQ340087.1,True,False,False,True
DQ340088.1,True,False,False,True
DQ340089.1,True,False,False,True
DQ340090.1,True,False,False,True
DQ340091.1,True,False,False,True
DQ366347.1,True,False,False,True
DQ367878.1,True,False,False,True
DQ419907.1,True,False,False,True
DQ419908.1,True,False,False,True
DQ419909.1,True,False,False,True
DQ463420.1,True,False,False,True
DQ463421.1,True,False,False,True
DQ463422.1,True,False,False,True
DQ463423.1,True,False,False,True
DQ486863.1,True,False,False,True
DQ486864.1,True,False,False,True
DQ486865.1,True,False,False,True
DQ629917.1,True,False,False,True
DQ629918.1,True,False,False,True
DQ629919.1,True,False,False,True
DQ629923.1,True,False,False,False
DQ641479.1,True,False,False,True
DQ857340.1,True,False,False,True
DQ857341.1,True,False,False,True
DQ857342.1,True,False,False,True
DQ857343.1,True,False,False,True
DQ857344.1,True,False,False,True
DQ887698.1,True,False,False,False
DQ887699.1,True,False,False,False
DQ887700.1,True,False,False,False
DQ887701.1,True,False,False,False
DQ887702.1,True,False,False,False
DQ887703.1,True,False,False,False
DQ887704.1,True,False,False,False
DQ887705.1,True,False,False,False
DQ887706.1,True,False,False,False
DQ887707.1,True,False,False,False
DQ887708.1,True,False,False,False
DQ887709.1,True,False,False,False
DQ887710.1,True,False,False,False
DQ887711.1,True,False,False,False
DQ887712.1,True,False,False,False
DQ887713.1,True,False,False,False
EF078280.1,True,False,False,False
EF078281.1,True,False,False,False
EF078282.1,True,False,False,False
EF078283.1,True,False,False,False
EF078284.1,True,False,False,False
EF078285.1,True,False,False,False
EF078286.1,True,False,False,False
EF078287.1,True,False,False,False
EF078288.1,True,False,False,False
EF078289.1,True,False,False,False
EF078290.1,True,False,False,False
EF078291.1,True,False,False,False
EF078292.1,True,False,False,False
EF078293.1,True,False,False,False
EF175441.1,True,False,False,False
EF175455.1,True,False,False,False
EF198119.1,True,False,False,True
EF198120.1,True,False,False,True
EF198121.1,True,False,False,True
EF198122.1,True,False,False,True
EF198123.1,True,False,False,True
EF198124.1,True,False,False,True
EF198125.1,True,False,False,True
EF198126.1,True,False,False,True
EF198127.1,True,False,False,True
EF198128.1,True,False,False,True
EF198129.1,True,False,False,True
EF198130.1,True,False,False,True
EF198131.1,True,False,False,True
EF198132.1,True,False,False,True
EF198133.1,True,False,False,True
EF198134.1,True,False,False,True
EF198135.1,True,False,False,True
EF198136.1,True,False,False,True
EF198137.1,True,False,False,True
EF213045.1,True,False,False,True
EF213046.1,True,False,False,True
EF213047.1,True,False,False,True
EF213048.1,True,False,False,True
EF213049.1,True,False,False,True
EF213050.1,True,False,False,True
EF213051.1,True,False,False,True
EF213052.1,True,False,False,True
EF213053.1,True,False,False,False
EF363697.1,True,False,False,False
EF363698.1,True,False,False,False
EF363699.1,True,False,False,False
EF535571.1,True,False,False,True
EF535572.1,True,False,False,True
EF543745.1,True,False,False,False
EF543746.1,True,False,False,False
EF543747.1,True,False,False,False
EF543748.1,True,False,False,False
EF543749.1,True,False,False,False
EF543750.1,True,False,False,False
EF543751.1,True,False,False,False
EF543752.1,True,False,False,False
EF543753.1,True,False,False,False
EF543754.1,True,False,False,False
EF543755.1,True,False,False,False
EF543756.1,True,False,False,False
EF543757.1,True,False,False,False
EF621474.1,True,False,False,False
EF621475.1,True,False,False,False
EF621476.1,True,False,False,False
EF621477.1,True,False,False,False
EF621478.1,True,False,False,False
EF621479.1,True,False,False,False
EF621480.1,True,False,False,False
EF630426.1,True,False,False,True
EF630427.1,True,False,False,True
EF630428.1,True,False,False,True
EF630429.1,True,False,False,True
EF630430.1,True,False,False,True
EF630431.1,True,False,False,True
EF630432.1,True,False,False,True
EF630433.1,True,False,False,True
EF630434.1,True,False,False,True
EF630435.1,True,False,False,True
EF630436.1,True,False,False,True
EF630437.1,True,False,False,True
EF630438.1,True,False,False,True
EF630439.1,True,False,False,True
EF630440.1,True,False,False,True
EF630441.1,True,False,False,True
EF630442.1,True,False,False,True
EF630443.1,True,False,False,True
EF630444.1,True,False,False,True
EF630445.1,True,False,False,True
EF630446.1,True,False,False,True
EF630447.1,True,False,False,True
EF630448.1,True,False,False,True
EF630449.1,True,False,False,True
EF630450.1,True,False,False,True
EF630451.1,True,False,False,True
EF630452.1,True,False,False,True
EF630453.1,True,False,False,True
EF630454.1,True,False,False,True
EF630455.1,True,False,False,True
EF630456.1,True,False,False,True
EF630457.1,True,False,False,True
EF630458.1,True,False,False,True
EF630459.1,True,False,False,True
EF630460.1,True,False,False,True
EF630461.1,True,False,False,True
EF630462.1,True,False,False,True
EF630463.1,True,False,False,True
EF630464.1,True,False,False,True
EF630465.1,True,False,False,True
EF630466.1,True,False,False,True
EF630467.1,True,False,False,True
EF630468.1,True,False,False,True
EF630469.1,True,False,False,True
EF630470.1,True,False,False,True
EF630471.1,True,False,False,True
EF630472.1,True,False,False,True
EF630473.1,True,False,False,True
EF630474.1,True,False,False,True
EF630475.1,True,False,False,True
EF630476.1,True,False,False,True
EF630477.1,True,False,False,True
EF630478.1,True,False,False,True
EF630479.1,True,False,False,True
EF630480.1,True,False,False,True
EF630481.1,True,False,False,True
EF630482.1,True,False,False,True
EF630483.1,True,False,False,True
EF630484.1,True,False,False,True
EF630485.1,True,False,False,True
EF630486.1,True,False,False,True
EF630487.1,True,False,False,True
EF630488.1,True,False,False,True
EF630489.1,True,False,False,True
EF630490.1,True,False,False,True
EF630491.1,True,False,False,True
EF630492.1,True,False,False,True
EF630493.1,True,False,False,True
EF630494.1,True,False,False,True
EF630495.1,True,False,False,True
EF630496.1,True,False,False,True
EF630497.1,True,False,False,True
EF630498.1,True,False,False,True
EF630499.1,True,False,False,True
EF630500.1,True,False,False,True
EF630501.1,True,False,False,True
EF630502.1,True,False,False,True
EF630503.1,True,False,False,True
EF630504.1,True,False,False,True
EF630505.1,True,False,False,True
EF630506.1,True,False,False,True
EF630507.1,True,False,False,True
EF630508.1,True,False,False,True
EF630509.1,True,False,False,True
EF630510.1,True,False,False,True
EF630511.1,True,False,False,True
EF630512.1,True,False,False,True
EF630513.1,True,False,False,True
EF630514.1,True,False,False,True
EF630515.1,True,False,False,True
EF630516.1,True,False,False,True
EF630517.1,True,False,False,True
EF630518.1,True,False,False,True
EF630519.1,True,False,False,True
EF630520.1,True,False,False,True
EF630521.1,True,False,False,True
EF630522.1,True,False,False,True
EF630523.1,True,False,False,True
EF630524.1,True,False,False,True
EF630525.1,True,False,False,True
EF630526.1,True,False,False,True
EF630527.1,True,False,False,True
EF630528.1,True,False,False,True
EF630529.1,True,False,False,True
EF630530.1,True,False,False,True
EF630531.1,True,False,False,True
EF630532.1,True,False,False,True
EF630533.1,True,False,False,True
EF630534.1,True,False,False,True
EF630535.1,True,False,False,True
EF630536.1,True,False,False,True
EF630537.1,True,False,False,True
EF630538.1,True,False,False,True
EF630539.1,True,False,False,True
EF630540.1,True,False,False,True
EF630541.1,True,False,False,True
EF630542.1,True,False,False,True
EF630543.1,True,False,False,True
EF630544.1,True,False,False,True
EF630545.1,True,False,False,True
EF630546.1,True,False,False,True
EF630547.1,True,False,False,True
EF630548.1,True,False,False,True
EF630549.1,True,False,False,True
EF630550.1,True,False,False,True
EF630551.1,True,False,False,True
EF630552.1,True,False,False,True
EF630553.1,True,False,False,True
EF630554.1,True,False,False,True
EF630555.1,True,False,False,True
EF630556.1,True,False,False,True
EF630557.1,True,False,False,True
EF630558.1,True,False,False,True
EF630559.1,True,False,False,True
EF630560.1,True,False,False,True
EF630561.1,True,False,False,True
EF630562.1,True,False,False,True
EF630563.1,True,False,False,True
EF630564.1,True,False,False,True
EF630565.1,True,False,False,True
EF630566.1,True,False,False,True
EF630567.1,True,False,False,True
EF630568.1,True,False,False,True
EF630569.1,True,False,False,True
EF630570.1,True,False,False,True
EF630571.1,True,False,False,True
EF630572.1,True,False,False,True
EF630573.1,True,False,False,True
EF630574.1,True,False,False,True
EF630575.1,True,False,False,True
EF630576.1,True,False,False,True
EF630577.1,True,False,False,True
EF630578.1,True,False,False,True
EF630579.1,True,False,False,True
EF630580.1,True,False,False,True
EF630581.1,True,False,False,True
EF630582.1,True,False,False,True
EF630583.1,True,False,False,True
EF630584.1,True,False,False,True
EF630585.1,True,False,False,True
EF630586.1,True,False,False,True
EF630587.1,True,False,False,True
EF630588.1,True,False,False,True
EF630589.1,True,False,False,True
EF630590.1,True,False,False,True
EF630591.1,True,False,False,True
EF630592.1,True,False,False,True
EF630593.1,True,False,False,True
EF630594.1,True,False,False,True
EF630595.1,True,False,False,True
EF630596.1,True,False,False,True
EF630597.1,True,False,False,True
EF630598.1,True,False,False,True
EF630599.1,True,False,False,True
EF630600.1,True,False,False,True
EF630601.1,True,False,False,True
EF630602.1,True,False,False,True
EF630603.1,True,False,False,True
EF630604.1,True,False,False,True
EF630605.1,True,False,False,True
EF630606.1,True,False,False,True
EF630607.1,True,False,False,True
EF630608.1,True,False,False,True
EF630609.1,True,False,False,True
EF630610.1,True,False,False,True
EF630611.2,True,False,False,True
EU019228.1,True,False,False,False
EU019229.1,True,False,False,False
EU019230.2,True,False,False,False
